Date,Microsoft,Google,Amazon,Oracle,Meta,CoreWeave,Nebius,Applied Digital,IREN,Core Scientific,DigitalOcean,NVIDIA,AMD,Broadcom,Marvell,Qualcomm,Arm,Intel,Micron,SanDisk,Western Digital,Seagate,NetApp,TSMC,ASML,Applied Materials,Lam Research,KLA,Teradyne,ASM International,Tokyo Electron,Palantir,ServiceNow,Salesforce,Adobe,Snowflake,Datadog,MongoDB,Cloudflare,CrowdStrike,Palo Alto Networks,Zscaler,GitLab,Atlassian,NextEra Energy,Constellation Energy,Vistra,Southern Company,Duke Energy,American Electric Power,Dominion Energy,Vertiv,Eaton,GE Vernova,Quanta Services,Hubbell,Schneider Electric,Arista Networks,Cisco,Credo Technology,Astera Labs,Coherent,Lumentum,Ciena,Amphenol
2026-02-20,34015200,53210800,65881600,29621900,14183500,46247700,17238800,23874600,41944000,11327600,3766000,178422300,36317300,17658900,8795300,10265100,4056000,90743600,29894900,17001000,10510500,2962600,1819300,9009200,1102500,8178700,8601200,6841000,2603500,5200,172800,53726800,15700300,10816200,6590800,5857600,4549100,1383500,6606200,33443200,25857800,3268400,12577100,9565000,7175600,3134000,3879800,10713300,5039300,3021300,9279300,3879200,2600300,1709100,1061300,511269,220300,8309000,29461600,5201500,3640700,6285900,4289500,2527700,7467400
2026-02-23,43238300,31423000,53581500,31749800,8605900,21774800,8882200,14692900,30811400,10722700,6761300,171584800,28187900,16472400,11622600,8260100,3393800,57130900,25426600,18569400,8617300,2402300,2554700,9550200,1284200,6077400,9488000,8499000,2567600,13900,70300,52512200,24200000,15498600,7602400,11128600,11431200,3012400,8524600,60305200,20861500,5737100,11399200,10326700,8433600,3223200,4133200,6950600,4891100,3592500,10616600,4026100,2920800,1438200,1074600,30,243200,9706800,24485900,3814500,3023600,4712700,4493000,2197400,6070400
2026-02-24,33884700,25615600,41137200,21336600,10135600,24587600,7436000,18880800,37593200,13555200,7346900,175123600,81367000,23614400,8396200,11085700,4273000,98872300,33389200,30408300,8679700,3119300,2472100,13269500,1538900,5711800,9087100,6669000,2271300,12400,75700,47121400,18461700,15564700,5529100,8608800,7572800,2327800,4803900,28554800,23692200,4687100,5939200,10131800,11597600,4652100,4375300,5087100,4231900,3209200,6820800,5458200,2387200,2305300,1291400,30,349700,8120000,19485100,4042300,2894000,4618900,3573400,2270200,8000400
2026-02-25,43625500,29963600,41346400,27303900,11330700,20881000,8737200,19076900,32306300,8228700,4658100,250637100,44588100,20182300,10524700,7358300,4322700,75645300,27296300,18561500,10801200,3385600,2644100,10948400,1306900,9745000,9835400,8762000,3102700,5200,169900,53078300,15493100,21875100,5108600,13379500,6218700,1938700,3881300,22791600,11157900,3414400,5156300,6396600,9025500,4999700,4810200,5352900,3853900,3459800,5696400,6580300,2300100,2293100,941700,30,666100,7611600,22721800,5359600,5330300,7096800,4667700,2348300,5653500
2026-02-26,34405900,36431200,47756800,20652200,10637700,27329400,8529300,16047300,26661500,8818800,6270400,360807900,35020500,33025300,12326500,8642100,4136000,71457500,35433500,23672700,10841400,3077500,3817200,14535700,2177900,7717100,10700300,11840000,4915300,8900,227900,45100000,26565100,26680500,6208100,16645300,7108000,2242600,4101600,24799200,12124900,6407900,6140900,10623900,20015700,3960900,7746200,5711700,3737800,3811400,5046800,8566400,2231100,2796700,1083300,468644,455800,6360700,19608000,7864100,3800700,7894000,5468000,2612900,7755500
2026-02-27,51367200,44640600,57422800,36425200,15703000,67921300,22945200,18375100,52659300,13994200,3155000,311636500,31312400,28004200,20253800,12439900,3112500,79327200,28653900,18208200,9899000,3605500,5113700,9186600,1358300,9041400,12988900,11069000,4426300,7100,200300,59412400,19085200,16346500,5098200,10251900,4953900,1825500,4441800,20503200,9430600,11093300,4579700,7420000,25138500,3439500,5494900,8010100,4691400,3332600,14187500,6967900,2169000,2456200,1537400,651819,480000,9043300,27498000,7420500,5156500,15226100,8912200,3083000,9827500
2026-03-02,35474900,34790200,46001000,22418800,9816100,25514200,11049500,16057100,27535200,15239600,2288300,209095300,34120200,20567200,15228500,8963900,3832000,60705100,30049200,17519900,7408700,4224400,2371200,12571600,1492400,5802100,10294000,7591000,2488700,5900,89000,72683900,14780500,9932700,3486900,4776800,7207000,4945800,3356200,15086000,8281300,4407800,5642400,5432900,10147800,3539400,5138100,5156000,5034200,2978600,6884400,5382300,1828400,2421400,807800,442734,262900,6875000,18540400,12477400,4652100,10243400,6888700,2527500,14746800
2026-03-03,38199200,35497000,43184900,20120800,12263800,24549400,10158200,13745400,31251300,26070600,1887200,178099400,37785700,20826200,15826400,10372400,5303800,83971000,39010900,20533500,9983000,5712500,2852700,18580200,2012500,7982000,12442300,12669000,3698500,7900,115400,67460200,17606100,13208900,6206600,7890300,5269900,12122800,2782200,30852800,10319500,3123900,13243000,5951500,11307700,4260300,6653900,4631500,3579600,4048500,4503500,6866600,2864200,3558100,1009000,576585,382300,6119700,17521100,19706000,5896200,8099500,7208700,3014100,15242100
2026-03-04,35808000,29536200,54731100,17585400,10810100,25322800,12975800,17151800,39073900,10622200,2764000,177731200,40912600,34895800,14677500,9309800,2984500,96628100,32644900,15614300,9724800,3774200,1393600,12131100,1486700,5980400,8614400,7982000,3358900,9400,70400,60062200,17432000,11583700,4329200,3841200,5190100,4009600,2744300,33410000,9541900,1996000,23349900,6379900,9384300,2342500,4677700,5947200,3702400,4758400,4959700,4298500,1793000,1817500,1056400,440142,635200,6897700,20388100,9137900,5440100,10520100,7905300,2708600,11544600
2026-03-05,39001300,35752300,60943400,24094800,13341400,22667500,8769300,15913400,45269300,12330600,2216900,198779700,36000700,57076600,42620200,8981000,3437800,78229400,29960100,15433600,6296300,3394900,2528400,16249800,1804500,5899700,10241000,10777000,3936100,8500,93700,50714500,26568000,15860900,5822300,6950700,4619900,3774400,3823600,23784800,9220500,2918700,8100300,12180900,12086800,3129200,4946400,6217400,4860500,5158700,5714900,5291500,3219700,3203700,1168600,755365,338000,8384600,26844800,11716200,6435300,8812300,6743800,7847000,13918200
2026-03-06,31123900,25576900,51152700,38000600,13159400,25591600,7829400,20577000,34750200,13852600,1624200,189021900,33913800,39152200,90071100,9197000,4331100,74698300,34458800,16108900,6352700,2415600,1944400,13803000,1900100,8655200,13597800,11179000,5896900,7400,73900,74980900,25972300,9657400,4802300,6039600,4045900,2999100,2863000,18416800,7202500,2534900,9114000,7532200,9745100,3432400,5625400,5963900,5041000,4613800,4420700,8772600,3795100,2678600,1105400,664295,478600,6282000,20621200,6948700,4434000,8055900,8754300,3924200,7975600
2026-03-09,30131900,29312100,54642900,31173500,13489700,21551500,9983800,18590100,31856500,12647200,2321500,177213600,38877200,40605800,38873500,12304600,3990700,82937400,35547200,21205500,10377400,2929900,1862300,19182800,1808900,9504100,13421000,11207000,6533700,8000,227100,47574200,20324700,10754800,4728400,4836200,4764200,1656400,4229900,15401600,9194300,2421800,7423900,5374000,9563600,2736900,4109000,5191900,7057200,4476500,3381800,20427900,3409100,2878000,1611900,590633,503300,6715200,32855900,7272300,5939900,10589700,7822700,3070300,8755100
2026-03-10,31706400,23239700,35678800,51544600,9859300,16449300,7125500,13808700,28138200,13723600,4290400,179118500,29139200,29531700,26499500,10447300,3659800,85233300,33745400,18133200,9668000,3487000,1783300,12985600,1650900,6121100,10699700,8912000,2829500,5200,110800,47501400,21872600,14467400,4591600,4428200,4011300,2075500,4181400,13267200,6847000,3082100,8697300,6561700,7485900,2316600,4148000,4194000,8176600,3211800,3434200,11306800,3646400,2393600,1151400,700970,356800,5435800,24836000,5691500,4284900,7866100,7129000,3020900,7156300
2026-03-11,25512100,24125700,34199300,83247500,8977200,33672100,34845300,17901500,39131200,18546200,5530900,145280400,23076400,20104100,18446200,7830500,2447700,72480600,30191400,15815800,5672200,1970100,2021400,10683300,1164700,4517200,7160500,8164000,2580500,5100,80400,33955900,14594900,9580000,4862400,3481300,3484700,1339300,3418800,11622000,5480900,2514200,6449200,6176900,9734300,4343200,6074600,5344100,4249500,2522500,3261300,7103200,2807300,1706700,939300,440229,524700,4165100,14719900,6121200,5401700,6806900,4080600,2058400,6626100
2026-03-12,27263900,24928300,44349500,37133700,11617500,16174700,13302400,14852100,29491900,17107900,2525000,155762700,28886900,21982700,16854400,9162800,3451000,85110200,31720900,17284100,5426400,2058300,2073200,17549400,1780200,5978200,9932900,12596000,2956400,6500,160700,54409800,18372100,26309700,10895000,3896000,3628200,1801300,3602100,9440000,7961500,2298100,7680000,7607400,8730000,2750500,4053200,8656800,5842300,2500200,4885800,7465400,2429200,2142900,952200,575361,377500,5494200,19969500,6053300,3620700,5718800,4922500,2641100,8937400
2026-03-13,26848000,23693100,35662100,26350400,18957600,17700700,15433700,18724700,34432200,10208200,3010700,160988400,27561900,34725000,14108100,7786700,2462500,68386200,39261000,18806900,8201200,2913500,1527200,17299900,1179000,5332200,8906500,12718000,2166100,10000,139500,42460600,14846400,14834700,17406400,3915100,3993000,1556100,2542900,8908400,6258600,2106100,4662800,5791000,7504400,1988600,3679600,6966900,4710200,3632100,4294700,6981200,3581800,2271100,2016300,547867,462600,5364800,19080400,4495300,3447100,3932600,3849700,2425800,7246900
2026-03-16,27733700,23519700,42209300,21607700,15134900,25842500,34657700,14494500,40308400,8642000,5007900,217307400,30285200,31363100,15875500,10132900,4407300,114199400,43067600,19406300,8565000,3120200,2485100,11123500,1310400,4427000,9533100,9557000,2448400,7100,102100,32898900,12289400,13419600,11679200,3894000,3683200,1386900,3311600,14665600,5985100,2032300,6137300,5215400,8466100,2208300,2775200,4471600,4974000,4356800,3096300,7386700,3493900,2361400,1421000,451042,392300,7884200,14715100,9100900,4610400,6165200,5036600,3759700,10492800
2026-03-17,26228300,21955200,44969900,23929500,10348800,17332100,57203800,11388500,27945800,9008700,4118200,182497800,22779700,38026500,11622600,10544300,5890700,89061600,43017900,14782100,14247500,3469200,2072300,11434600,1135600,4833900,10043700,8535000,2481800,4900,71100,37118500,13368500,11559300,6456200,4251700,2933400,1340500,2954300,11726000,5520400,2314400,5011800,5655600,5496600,2007400,2065300,3704200,3948800,2541300,3777200,5121300,1942300,2259300,796200,506089,299900,5959000,16210500,15647400,5941300,7599900,9003700,3264000,13196400
2026-03-18,25908500,20009800,37846600,18051100,11726300,17332800,35792300,12475900,23967300,8780800,7034000,156683100,28569100,25460600,16096700,9894300,4206900,78056200,58973700,20663100,12453900,3830800,1825700,12632600,1391400,5170500,12478800,8830000,2653400,4900,67200,32476700,10080100,10525100,7305600,4253000,3454300,1142700,5973000,11196400,5789600,1517700,3238200,4741800,7053700,2634700,3685300,4184800,3454700,3800100,3519100,6673800,2240200,2193100,692700,1076066,420600,5264100,18827600,7469600,3844900,9952700,9636400,4159500,12619000
2026-03-19,25138800,25075800,36440600,22046100,13247700,19522400,14606000,12261400,23952700,13662500,4088200,170968500,32245300,23524800,13388800,9846700,3497600,74051500,74591900,21266400,9092000,4157000,2132500,15411600,1619100,6459700,10101900,9997000,2808100,4700,75800,33915900,11361600,9254300,4459800,3815100,4034400,1303100,3846000,9439200,6558200,1857700,4610800,4749100,10538400,2386900,3106700,5384600,5543100,5845200,5069500,7084600,2144800,2509500,853500,822836,498800,4418900,17519600,6957100,4170300,9382800,7567000,3934600,7153800
2026-03-20,50853200,44364100,63694600,37551400,21214900,29378500,17414000,17456300,34840900,11538600,4385800,241323500,37265100,43325900,25570400,78568000,12450800,162814200,64224900,23508600,12877100,8620000,7694400,17424200,2645100,17587900,26176400,21884000,4996200,6900,123400,48700200,18863000,20201100,10467300,5212300,10459700,1686700,3927900,36446000,16455400,5082800,8029100,6517900,21860800,6107400,11109500,9915000,7644800,8610800,7784800,87826600,4219100,4438100,1689500,1019280,404200,11351600,90380800,6805000,8694500,51484800,22868800,5809600,14276100
2026-03-23,29680100,29326900,44277400,19927900,13638000,19755800,13470100,14847000,40609200,10620100,2634200,182836300,31857800,27369200,14126700,11431600,7959800,80772200,54807300,22925100,8990500,3864800,2129800,15857200,1983200,6490700,9506200,11738000,4243500,9100,138900,57507100,12219100,13976200,4080500,4472400,3549700,1414600,3940200,14413200,7218800,1603400,4572400,4236200,10284300,2717900,5338500,5142700,4320600,4406700,5266300,8888100,2618100,3353900,1217400,480654,491700,6402200,20072200,6881700,4051700,9205200,7352900,3544000,7714500
2026-03-24,42733600,36864300,35351400,26122100,10739700,21616500,11830600,12776100,29659400,8445700,2665200,147667800,27258800,19799000,13731200,8409200,10924900,65323500,44975100,14536300,7194700,3759700,2721000,9725000,1801000,6406200,7388000,7823000,3207700,6800,125400,56155700,17835200,18631400,6268300,4536900,4005800,1381800,3290500,14545200,7143100,3419300,6629000,7891600,8808000,2405900,3995500,4016100,4423400,2559500,3396000,6843000,2666100,2777700,1450600,555832,326500,7858900,23528000,6309000,2670200,9338800,6993700,3382000,9732300
2026-03-25,31181200,29460700,36388800,20683800,12585000,19101600,12131100,14613800,29776700,9974400,14015100,162602100,48518300,19900000,22562400,6669400,29579900,97467900,55328700,20618700,7642100,3452500,1745300,12166900,1610000,5052000,8330600,7694000,3077100,6600,92400,38543300,14728600,12565200,5441600,4713800,3565500,2038300,3236100,12514800,6350000,2996900,4292400,5764100,8639900,2424400,3512900,3539900,3369100,3335000,3864700,5929000,2527400,2864900,979200,577082,326200,5353300,23146000,5303000,2733300,5314100,4969400,2670800,11719600
2026-03-26,36836600,39080600,46746000,16961900,35780100,18464600,13405500,19580000,36651300,7992900,7537700,186152200,49213000,20343700,26078500,11912500,15671600,82841400,54515900,19023800,9726800,4111900,1844400,14560200,1721100,9261000,13460500,10917000,3017600,5700,159000,43038400,11595300,10330700,4715300,3142800,3443900,1259100,4060200,9834800,6082000,1936700,4297900,4760800,6537800,3129200,4437900,3723200,3182300,3597400,3139700,6621700,2036900,3000700,1265500,493293,817600,7553500,26649600,5719100,3102200,6390900,6305600,3719900,9646200
2026-03-27,37883400,35890600,56009800,17929600,30133000,22244300,11552100,17033600,28954900,7915600,4592200,196212700,29206600,23593900,16507100,8964900,10269000,70002200,45806700,16684200,6956000,2322500,1431500,14484500,1759700,5984800,8503300,8115000,2164200,11900,362200,35790800,18109900,9902000,4429400,5826600,6127500,1440100,3753700,24128000,11431400,4301800,5354700,5724200,7749600,2495200,4554500,6097700,4797600,4404500,3699900,5444500,2152100,2494700,1203800,435360,640600,5940200,20557400,4402000,2873800,5433500,5275100,2518000,7805800
2026-03-30,44797000,35141200,46373800,20125700,22795200,27315900,16685000,27139000,41739000,15177500,5837200,185627000,41053300,28054500,21463200,11555900,8033600,84596000,73833200,20501200,9063600,4159300,2376100,15740000,2144500,6568100,11921000,10012000,3130100,8900,164700,41289800,18685600,11617700,4410200,3797700,5547000,1167200,3961100,17526800,12198800,2936700,5310000,5005900,9362100,2675000,4734900,5907900,3968800,2717400,3906000,6930400,3239200,2830800,1558700,406147,429600,7540500,24306300,6562100,5169600,8235200,7436400,3512400,8171700
2026-03-31,45244400,43875400,58470100,24492000,32898300,27917100,21546900,23993100,32709500,13729900,4207600,226181300,42318700,29289500,51286100,12219800,10203700,95294900,73551800,20685000,8781900,3605200,2768100,18488000,1731500,8335600,11725000,11081000,3354000,9000,183000,45558600,16821300,11041400,4575900,8316000,3745800,1083900,4159900,11906400,7751600,1937500,5511100,4134000,13914200,6205200,5402200,6716000,5376100,3124300,4552200,6686100,2175100,3469200,1386500,452457,521300,7837700,25105700,7240000,5104500,6152000,6115900,3021000,10075700
2026-04-01,29417200,37684500,45955400,20495900,23608100,28569000,14922000,25220100,27730900,10429900,4625800,168132000,40835800,19171000,44072500,10210700,8306300,129598500,74429800,22322700,12920000,3716000,1867000,15011600,1745000,5974800,10697600,8799000,2961800,4800,130700,34171000,12439700,11677700,3746700,5070900,3600300,1244100,2259400,8475600,7643200,2734900,5276500,5538700,7759400,3560400,3782800,4918300,4314900,2582500,3674900,5112600,1980500,2467700,1163400,421534,312500,5037700,21309000,4869800,4783100,6927800,6911900,2677100,7359900
2026-04-02,24099100,21666500,31453000,14381900,13518500,20958200,13686800,19745800,30118100,12024100,3576500,143143200,38463500,14021100,23667100,8575300,8183200,117134200,51498700,17443900,7860400,2376300,1388600,8994600,1883400,4269400,6805400,6615000,2744900,13300,68800,30437000,16629900,11635500,3588800,4855500,3318000,1289000,2101600,7960400,4354300,1562900,5563700,3953200,10419000,3256700,2950300,4566600,3720600,1998500,3451800,3965500,1424600,1944100,947100,307769,305000,5125100,12634900,5095800,4496100,5188100,7886200,3617700,5587600
2026-04-06,16146600,16945500,25385500,12556700,9515700,16946900,10920700,17887600,21654600,7917300,2943700,107564300,30786400,12111300,22700500,8038600,4137600,79978800,41414900,12773700,8532200,4887400,1360800,5884800,1299200,2505500,4031200,4118000,1762900,5800,65600,25142200,9141300,14391000,2757700,5669300,3414500,1510600,1987000,6382800,4814800,1365700,3816000,3589100,4790100,2470900,2309800,3469300,2819800,1852300,2373200,3305700,1360900,1386300,618400,271430,333800,3033100,16388600,4279300,2726300,3772200,5809700,1939100,4605600
2026-04-07,21443300,23205400,28154600,17250400,9580800,16277300,13136900,20180900,23915500,9232700,2237000,132534900,26483000,33310900,18965200,8840400,7071000,129543800,40224100,14406500,5891600,4276700,2539300,6823500,1368900,4024800,6818400,5273000,1894800,7300,84600,28671100,12008200,12344600,3331000,5267100,3881800,871900,3731100,18507200,8671300,1986000,4749800,5372000,6125400,2829300,2229100,3796500,2563300,1814000,2642100,2937200,2185300,1399100,522700,620421,454600,5758000,13428100,4159100,4452300,4027500,5486600,1969500,4462100
2026-04-08,33064800,33547100,51092700,23527000,32036600,19538600,18679200,39795700,35485700,14660400,16602000,147732700,35496400,31573100,29455900,12535800,6480300,184599900,49216600,16898900,9163500,5424600,2258200,16356900,2427300,7628500,11023000,10201000,5814100,7900,85900,64827700,19796900,13472100,4040100,5506200,3861600,1903100,4120500,18908800,12257400,2564600,12819800,7500000,6935100,2584900,4320600,5793500,3716800,2398600,3515700,5696700,2255100,2336900,1013300,433369,377900,12136800,19621900,6093300,4105900,7230100,7025400,4110400,7055700
2026-04-09,30435300,23739200,65964200,30407800,19012900,65533300,20407800,35842900,27723400,12754900,6373700,116428500,27126200,20514900,32718500,9352700,5325700,155609900,43101000,17233600,6391800,3092200,2449000,9246000,1579700,5373600,9757800,9395000,4484300,4000,134600,92361400,42131500,20855400,6802400,15489400,6315200,2586100,11428300,21682000,10583700,7343500,11683000,11045900,7349000,3002400,4103200,4250100,3118700,2562500,4386500,5166400,2134100,2061300,935300,559082,199700,7266100,17611700,4392800,3766900,6374700,7034600,3280400,6807600
2026-04-10,28111100,19152600,56912800,26171800,13294800,83416500,25785100,26413200,35297500,16460000,10506900,160459500,36477200,29958100,41187000,8427400,7431600,98624400,36377600,13343800,6122600,3435200,2037500,13168200,1519600,6399900,9124700,6864000,3113400,4300,503900,116656800,58715600,18109300,5889200,23316000,7718700,3075500,13738400,35756000,15592700,5478000,7890900,7528000,5323100,2691800,2900900,3475100,2758800,1982200,4707400,4644800,2218700,2164600,611400,431463,323200,7054100,17571100,8563600,10909500,7969000,7136100,2498400,9737500
2026-04-13,35745800,18866400,42166200,49997700,9538900,56011100,23439600,21422400,39511500,11178200,5705800,133648200,22781800,24115800,31264700,8615000,4900100,112111000,37015800,20234400,5429400,2880000,1654500,9596300,1709400,5246600,8773600,8301000,2434700,4100,161200,65772800,31675400,12390800,6115800,14833400,4502400,1471200,6596900,16666000,8545600,3786200,7219000,10182600,6111500,2696000,4458600,4731900,3580000,2401500,3541000,4733900,1818700,1636200,1022300,474441,389600,7217900,19997500,10402300,10035200,4516800,6558600,3048400,7635000
2026-04-14,37504500,27721400,72685000,59779800,17818000,46586000,21983200,37953800,46944100,15754600,5041400,161307000,25733200,24423000,33600700,7608300,6294200,112796100,52534900,19821500,7301100,3568600,2098900,12859500,1769200,5353200,8500600,8713000,2639900,3100,70800,52786800,25132700,13123600,6307500,8547900,4158100,1213900,4888900,12748000,7415600,2905400,4987500,6930600,9370600,2284800,3767300,5339400,2506200,3162400,5177800,4993800,1825900,2028300,784100,462297,578200,7114000,17856800,18523300,7658900,4500100,5461900,3429500,8364400
2026-04-15,45063400,24918800,43045200,43010800,14952600,43324900,14356300,24272700,32206700,9737700,5626100,185338400,24695200,29559300,23450100,9691500,3650300,92051500,40370100,16269600,6438800,3841400,1656300,14955500,4251700,5925100,11324200,11639000,2366600,3100,110300,48389400,25835900,14340300,4749600,8560100,5483000,1818600,5285600,12432400,7416200,3860500,6950500,10878100,9144800,1930300,3098300,3588800,3294800,2382600,5125400,5353600,2266900,2306900,970100,563750,235300,5835300,15066400,10699500,5064600,4953400,5994400,3041100,7313600
2026-04-16,41642400,20541500,41895700,46997300,9544800,28917600,13912300,15236500,36818000,10146500,6225800,134012900,64850800,18872900,20830200,8163700,5748000,108328300,33626400,13851900,5887400,3122700,1959500,26405800,2626700,5113000,7829400,8323000,1818600,3300,136200,43746000,21971800,11866700,5229500,7360200,6308200,1489800,5330700,11964400,7222400,2968800,4830800,9575700,7734300,2897400,3126000,3108500,2712700,2450200,4534600,4832600,1815700,1402700,753800,473274,308400,7205600,14609000,9679800,4529200,6805400,6115700,2298700,6460100
2026-04-17,48568200,25581900,52029300,45282600,16283500,24685900,17203600,19767900,30817700,12888000,4571400,160324400,35519900,20581700,26341300,9667600,5092600,118831500,33405000,25655700,5627500,3449100,2139100,18419400,1876500,6017900,8465400,7254000,2423200,4600,92400,50657600,17754600,17225700,6194200,6443300,4050600,2582800,3635300,11625200,7037300,2457100,5186000,23913000,8148800,2266600,4104300,4894100,3461600,2869800,5763200,5805500,2624700,2328800,1176500,579222,346400,8216400,20321900,7236700,5165900,5628900,4343900,1926300,6784600
2026-04-20,27582200,18784200,39463100,22330900,12534000,29542400,12962500,22174300,35973000,11880300,2751500,119381400,34833900,16922000,39548500,7953800,8564000,96851100,32013600,11303500,5410700,2915800,2155200,11638300,1091900,3747500,5989900,6231000,1819400,7000,96700,33482700,20306600,14382300,5250000,6981100,3921000,1481900,2608800,11540400,4859700,1944600,4042300,8296000,7734800,2479700,2924100,3020300,2710600,2646000,3029500,4672300,2416200,1804900,616500,403516,293200,6113300,16695600,7465800,4180500,3872500,3337500,1963500,6102500
2026-04-21,32048500,23123800,42922400,39638000,8660100,18656100,10061200,26536600,35271300,24343000,4620200,107945300,38950900,16275500,31901100,11874600,6479900,91402300,27734000,10245900,6125700,3563000,3136600,9808200,1274600,5414900,7830300,6761000,1833900,7200,106900,44830000,24147900,12073700,5779700,5160400,4722800,1064800,2628600,14684400,5856300,2855600,5633700,6094400,8625800,3395800,3748800,3693800,2842800,2451000,4344100,7285400,2022300,2111100,550300,513602,241400,8918900,18653400,9610600,10877800,5115900,5725500,1805700,7371700
2026-04-22,29378200,20293000,36065100,32448800,9215600,31878200,12899100,17082000,33306600,15278200,2842200,107501000,49054200,23702500,30765800,9432700,13932300,90267300,45998100,15497400,7001900,3233300,2149700,16317200,2621800,5268100,9803300,6840000,2223200,6600,114200,43701500,35714800,14565900,7111000,4719700,4649400,1181600,2055100,11569600,5903200,2465200,4959900,7533900,9477100,2581900,2642200,3774600,3053000,2124100,4908200,9835900,2683000,4184700,931000,384162,473500,8699400,16986100,7342700,6144200,5202300,4635200,2778000,9364500
2026-04-23,38308000,18650300,39091400,37084200,11667000,21696200,13968700,55485400,57871800,16756800,3402200,113561800,45619700,19501600,36938700,10164900,16854100,155141800,38178000,12272600,6774800,3175700,2450700,12224900,1800500,4420800,12269100,9285000,2476200,11000,110600,58654400,84103100,22719900,9617000,7625800,6160300,1814700,2426700,12902000,6965200,3054800,5187200,7796900,17524900,2767900,3272600,3528400,2624800,1898200,4060200,7067000,2912100,3073200,991600,442693,366700,7428000,21156700,5820000,5396500,6064200,3756400,2281900,6733600
2026-04-24,27457400,26426100,53777400,33215000,13348300,33898200,18386600,35310300,41941300,15017000,1464800,214134400,81616700,22491100,37599100,29449600,20481700,281405200,35379600,11642800,5603000,2704100,1470300,21603600,1751800,6159600,12313200,11431000,3234600,7900,90100,38677200,39011800,10817600,6492900,11754800,3195600,2074300,2076600,9086800,5887600,2319000,6225300,5275800,9761900,3609900,3481400,3086500,2399700,1904700,2931000,5281500,2490300,3633800,741500,450659,981800,7508000,18969900,6639700,6661900,5294900,4205800,1418300,4662000
2026-04-27,30867300,28576900,44906800,21616600,12805200,24929000,14122100,20833300,33168600,18987200,2261300,187172400,50585300,17451600,30281800,41744000,13922800,178820200,41298800,13005000,5788200,2919500,2176700,16561200,1326200,5663400,8095400,11196000,4027200,11500,143100,31275400,32789100,11907000,5067700,5395100,3687900,1252500,3503600,9188400,7893800,2045700,3508700,5727400,7773800,2372600,4577600,4224000,2322600,2723300,3446800,5442500,2463900,3845800,1012800,575670,253300,6782500,13810500,6799000,5422500,6217500,5289700,1684200,6348000
2026-04-28,30438100,27824100,42204400,33716500,10606800,27765200,16041400,22493800,39925200,14935300,2647100,180275400,43002500,25519200,27128700,22921300,13367900,147773500,44816600,14119000,7285500,5956800,1837000,14715800,1926900,10396200,11499500,13398000,4596200,4700,144300,24757200,20990400,8711700,4641700,3578800,3296100,1214100,3291000,7491600,6451900,2168800,9621700,4815700,7245100,2631200,5205600,3949900,2167000,2367900,4394000,8217600,2483900,4206000,1304100,466351,342700,7414100,16889300,6339500,4965300,6393400,5547700,3103100,9871600
2026-04-29,38288300,35376300,72367900,20587500,18947500,27754000,14962700,16979300,25357000,11465400,3045300,123711800,44704400,15962500,20649000,37571200,6215500,235070900,36248500,11350200,10458100,10896900,1537700,10313000,1256500,5116400,9585300,10921000,13070500,3300,74500,33348100,18646600,6882800,2664500,4323100,3488000,852200,2349200,7659200,4157400,1339200,4053000,3863700,9091700,2732900,4992800,4647500,2322100,2912700,7278700,4536300,1932500,3721100,1328600,669276,435300,6270500,15427900,4415300,4959700,6884400,6179900,1830400,14324300
2026-04-30,70909400,72040000,100974900,21016400,52765000,25279800,12682900,21590700,29279600,15635400,2461100,225239200,42115300,21821600,20327000,61132700,7730800,160597300,36554400,15088300,11700600,6479300,2041000,12788100,1414400,7050000,10381100,18906000,7836300,5600,139700,32523600,22152200,14408300,5129100,8241600,7160500,1844300,3053700,9770800,5771500,2376900,5722300,8764400,17551200,2906400,3954800,8323500,3799600,3691300,8054400,6268700,3251000,3533200,2426600,1620941,238500,6141700,21686700,4438900,5152000,6165400,6148500,2665500,9314000
2026-05-01,31372400,30105200,50825200,26318000,21404000,27413000,15854500,17041300,26149800,11677200,2855900,128647000,34279200,11882600,13071700,21111500,4970300,158502800,40215300,23126800,15485300,7378700,1138000,9926400,707100,4586500,8094500,7892000,2876800,4900,57100,33219900,22911800,12324400,5068500,9351300,6247800,1418800,2993700,6088000,4972100,2867500,9894200,27384500,7106200,2102500,3144000,7189300,2578900,2390100,6257900,4408600,2478400,1890400,1328400,694805,184500,7652400,16095700,4701700,4343600,4620100,4774700,1733800,5773900
